id,word,meaning,,,,,,,,,,,,,,,wrong1,wrong2,wrong3,レベル,品詞
6213,columnist,コラムニスト,,,,,,,,,,,,,,,特権的,期待,トリッキー,7,名詞
6214,idiot,バカ野郎,,,,,,,,,,,,,,,コラムニスト,特権的,期待,7,名詞
6215,fireplace,暖炉,,,,,,,,,,,,,,,バカ野郎,コラムニスト,特権的,7,名詞
6216,prestige,プレステージ,,,,,,,,,,,,,,,暖炉,バカ野郎,コラムニスト,7,名詞
6217,directive,ディレクティブ,,,,,,,,,,,,,,,プレステージ,暖炉,バカ野郎,7,名詞
6218,cub,カブ,,,,,,,,,,,,,,,ディレクティブ,プレステージ,暖炉,7,名詞
6219,presently,追って,,,,,,,,,,,,,,,カブ,ディレクティブ,プレステージ,7,副詞
6220,curator,キュレーター,,,,,,,,,,,,,,,追って,カブ,ディレクティブ,7,名詞
6221,retention,保持,,,,,,,,,,,,,,,キュレーター,追って,カブ,7,名詞
6222,foliage,木の葉,,,,,,,,,,,,,,,保持,キュレーター,追って,7,名詞
6223,documentation,ドキュメンテーション,,,,,,,,,,,,,,,木の葉,保持,キュレーター,7,名詞
6224,altar,祭壇,,,,,,,,,,,,,,,ドキュメンテーション,木の葉,保持,7,名詞
6225,confession,告白,,,,,,,,,,,,,,,祭壇,ドキュメンテーション,木の葉,7,名詞
6226,streak,筋,,,,,,,,,,,,,,,告白,祭壇,ドキュメンテーション,7,名詞
6227,bladder,気胞,,,,,,,,,,,,,,,筋,告白,祭壇,7,名詞
6228,concession,コンセッション,,,,,,,,,,,,,,,気胞,筋,告白,7,名詞
6229,humble,控えめ,,,,,,,,,,,,,,,コンセッション,気胞,筋,7,形容詞
6230,mister,ミスター,,,,,,,,,,,,,,,控えめ,コンセッション,気胞,7,名詞
6231,exclaim,叫ぶ,,,,,,,,,,,,,,,ミスター,控えめ,コンセッション,7,動詞
6232,robust,堅牢,,,,,,,,,,,,,,,叫ぶ,ミスター,控えめ,7,形容詞
6233,intercourse,インターコース,,,,,,,,,,,,,,,堅牢,叫ぶ,ミスター,7,名詞
6234,icy,冷たい,,,,,,,,,,,,,,,インターコース,堅牢,叫ぶ,7,形容詞
6235,banker,バンカー,,,,,,,,,,,,,,,冷たい,インターコース,堅牢,7,名詞
6236,conjunction,接続,,,,,,,,,,,,,,,バンカー,冷たい,インターコース,7,名詞
6237,bitterly,否という程,,,,,,,,,,,,,,,接続,バンカー,冷たい,7,副詞
6238,slender,スレンダー,,,,,,,,,,,,,,,否という程,接続,バンカー,7,形容詞
6239,sprinkle,ふる,,,,,,,,,,,,,,,スレンダー,否という程,接続,7,動詞
6240,casually,然りげに,,,,,,,,,,,,,,,ふる,スレンダー,否という程,7,副詞
6241,throne,玉座,,,,,,,,,,,,,,,然りげに,ふる,スレンダー,7,名詞
6242,lethal,致死性,,,,,,,,,,,,,,,玉座,然りげに,ふる,7,形容詞
6243,skipper,スキッパー,,,,,,,,,,,,,,,致死性,玉座,然りげに,7,名詞
6244,ripe,円熟した,,,,,,,,,,,,,,,スキッパー,致死性,玉座,7,形容詞
6245,motorway,高速道路,,,,,,,,,,,,,,,円熟した,スキッパー,致死性,7,名詞
6246,atop,アトップ,,,,,,,,,,,,,,,高速道路,円熟した,スキッパー,7,前置詞
6247,assertion,アサーション,,,,,,,,,,,,,,,アトップ,高速道路,円熟した,7,名詞
6248,clergy,聖職者,,,,,,,,,,,,,,,アサーション,アトップ,高速道路,7,名詞
6249,driveway,ドライブウェイ,,,,,,,,,,,,,,,聖職者,アサーション,アトップ,7,名詞
6250,warrior,戦士,,,,,,,,,,,,,,,ドライブウェイ,聖職者,アサーション,7,名詞
6251,manipulation,ハンドリング,,,,,,,,,,,,,,,戦士,ドライブウェイ,聖職者,7,名詞
6252,bail,保釈,,,,,,,,,,,,,,,ハンドリング,戦士,ドライブウェイ,7,名詞
6253,realism,リアリズム,,,,,,,,,,,,,,,保釈,ハンドリング,戦士,7,名詞
6254,bureaucratic,官僚的,,,,,,,,,,,,,,,リアリズム,保釈,ハンドリング,7,形容詞
6255,potent,強い,,,,,,,,,,,,,,,官僚的,リアリズム,保釈,7,形容詞
6256,paradigm,パラダイム,,,,,,,,,,,,,,,強い,官僚的,リアリズム,7,名詞
6257,shotgun,ショットガン,,,,,,,,,,,,,,,パラダイム,強い,官僚的,7,名詞
6258,icon,アイコン,,,,,,,,,,,,,,,ショットガン,パラダイム,強い,7,名詞
6259,probation,保護観察,,,,,,,,,,,,,,,アイコン,ショットガン,パラダイム,7,名詞
6260,obsession,こだわり,,,,,,,,,,,,,,,保護観察,アイコン,ショットガン,7,名詞
6261,protester,抗議者,,,,,,,,,,,,,,,こだわり,保護観察,アイコン,7,名詞
6262,scout,スカウト,,,,,,,,,,,,,,,抗議者,こだわり,保護観察,7,名詞
6263,synthesis,シンセシス,,,,,,,,,,,,,,,スカウト,抗議者,こだわり,7,名詞
6264,exile,追放,,,,,,,,,,,,,,,シンセシス,スカウト,抗議者,7,名詞
6265,butt,お尻,,,,,,,,,,,,,,,追放,シンセシス,スカウト,7,名詞
6266,bang,バーン,,,,,,,,,,,,,,,お尻,追放,シンセシス,7,名詞
6267,purchaser,購入者,,,,,,,,,,,,,,,バーン,お尻,追放,7,名詞
6268,torch,トーチ,,,,,,,,,,,,,,,購入者,バーン,お尻,7,名詞
6269,bleak,荒涼,,,,,,,,,,,,,,,トーチ,購入者,バーン,7,形容詞
6270,referendum,レファレンダム,,,,,,,,,,,,,,,荒涼,トーチ,購入者,7,名詞
6271,skinny,スキニー,,,,,,,,,,,,,,,レファレンダム,荒涼,トーチ,7,形容詞
6272,pitcher,ピッチャー,,,,,,,,,,,,,,,スキニー,レファレンダム,荒涼,7,名詞
6273,quarry,採石場,,,,,,,,,,,,,,,ピッチャー,スキニー,レファレンダム,7,名詞
6274,poise,兼合い,,,,,,,,,,,,,,,採石場,ピッチャー,スキニー,7,動詞
6275,composite,コンポジット,,,,,,,,,,,,,,,兼合い,採石場,ピッチャー,7,形容詞
6276,lawmaker,法律家,,,,,,,,,,,,,,,コンポジット,兼合い,採石場,7,名詞
6277,crust,クラスト,,,,,,,,,,,,,,,法律家,コンポジット,兼合い,7,名詞
6278,jewellery,ジュエリー,,,,,,,,,,,,,,,クラスト,法律家,コンポジット,7,名詞
6279,reluctance,不本意,,,,,,,,,,,,,,,ジュエリー,クラスト,法律家,7,名詞
6280,feast,ごちそう,,,,,,,,,,,,,,,不本意,ジュエリー,クラスト,7,名詞
6281,ivory,アイボリー,,,,,,,,,,,,,,,ごちそう,不本意,ジュエリー,7,名詞
6282,aide,補佐官,,,,,,,,,,,,,,,アイボリー,ごちそう,不本意,7,名詞
6283,petty,ケツの穴が小さい,,,,,,,,,,,,,,,補佐官,アイボリー,ごちそう,7,形容詞
6284,pensioner,年金受給者,,,,,,,,,,,,,,,ケツの穴が小さい,補佐官,アイボリー,7,名詞
6285,sideways,横に,,,,,,,,,,,,,,,年金受給者,ケツの穴が小さい,補佐官,7,副詞
6286,dim,朦朧,,,,,,,,,,,,,,,横に,年金受給者,ケツの穴が小さい,7,形容詞
6287,ozone,オゾン,,,,,,,,,,,,,,,朦朧,横に,年金受給者,7,名詞
6288,analogy,類似性,,,,,,,,,,,,,,,オゾン,朦朧,横に,7,名詞
6289,congregation,集会,,,,,,,,,,,,,,,類似性,オゾン,朦朧,7,名詞
6290,aftermath,余波,,,,,,,,,,,,,,,集会,類似性,オゾン,7,名詞
6291,severity,厳しさ,,,,,,,,,,,,,,,余波,集会,類似性,7,名詞
6292,accountable,説明可能,,,,,,,,,,,,,,,厳しさ,余波,集会,7,形容詞
6293,juror,陪審員,,,,,,,,,,,,,,,説明可能,厳しさ,余波,7,名詞
6294,wit,ウィット,,,,,,,,,,,,,,,陪審員,説明可能,厳しさ,7,名詞
6295,mug,マグカップ,,,,,,,,,,,,,,,ウィット,陪審員,説明可能,7,名詞
6296,caravan,キャラバン,,,,,,,,,,,,,,,マグカップ,ウィット,陪審員,7,名詞
6297,rotten,崩壊,,,,,,,,,,,,,,,キャラバン,マグカップ,ウィット,7,形容詞
6298,destructive,破壊的,,,,,,,,,,,,,,,崩壊,キャラバン,マグカップ,7,形容詞
6299,sanctuary,サンクチュアリ,,,,,,,,,,,,,,,破壊的,崩壊,キャラバン,7,名詞
6300,siege,勝つ,,,,,,,,,,,,,,,サンクチュアリ,破壊的,崩壊,7,名詞
6301,vanilla,バニラ,,,,,,,,,,,,,,,勝つ,サンクチュアリ,破壊的,7,名詞
6302,underwear,アンダーウェア,,,,,,,,,,,,,,,バニラ,勝つ,サンクチュアリ,7,名詞
6303,corpse,死体,,,,,,,,,,,,,,,アンダーウェア,バニラ,勝つ,7,名詞
6304,ample,たっぷり,,,,,,,,,,,,,,,死体,アンダーウェア,バニラ,7,形容詞
6305,crisp,歯切れよい,,,,,,,,,,,,,,,たっぷり,死体,アンダーウェア,7,形容詞
6306,colon,コロン,,,,,,,,,,,,,,,歯切れよい,たっぷり,死体,7,名詞
6307,jockey,ジョッキー,,,,,,,,,,,,,,,コロン,歯切れよい,たっぷり,7,名詞
6308,humanitarian,人道主義者,,,,,,,,,,,,,,,ジョッキー,コロン,歯切れよい,7,形容詞
6309,reverend,牧師,,,,,,,,,,,,,,,人道主義者,ジョッキー,コロン,7,名詞
6310,nil,ゼロ,,,,,,,,,,,,,,,牧師,人道主義者,ジョッキー,7,名詞
6311,cynical,シニカル,,,,,,,,,,,,,,,ゼロ,牧師,人道主義者,7,形容詞
6312,pylorus,幽門,,,,,,,,,,,,,,,シニカル,ゼロ,牧師,7,名詞
6313,nervously,こわごわ,,,,,,,,,,,,,,,幽門,シニカル,ゼロ,7,副詞
6314,blink,ブリンク,,,,,,,,,,,,,,,こわごわ,幽門,シニカル,7,動詞
6315,efficacy,効果,,,,,,,,,,,,,,,ブリンク,こわごわ,幽門,7,名詞
6316,gel,ゲル,,,,,,,,,,,,,,,効果,ブリンク,こわごわ,7,名詞
6317,gloom,憂鬱,,,,,,,,,,,,,,,ゲル,効果,ブリンク,7,名詞
6318,diplomacy,外交,,,,,,,,,,,,,,,憂鬱,ゲル,効果,7,名詞
6319,coroner,検死官,,,,,,,,,,,,,,,外交,憂鬱,ゲル,7,名詞
6320,incidentally,ちなみに,,,,,,,,,,,,,,,検死官,外交,憂鬱,7,副詞
6321,marijuana,マリファナ,,,,,,,,,,,,,,,ちなみに,検死官,外交,7,名詞
6322,methodology,方法論,,,,,,,,,,,,,,,マリファナ,ちなみに,検死官,7,名詞
6323,unintelligible,分かりにくい,,,,,,,,,,,,,,,方法論,マリファナ,ちなみに,7,形容詞
6324,folly,愚行,,,,,,,,,,,,,,,分かりにくい,方法論,マリファナ,7,名詞
6325,prose,散文,,,,,,,,,,,,,,,愚行,分かりにくい,方法論,7,名詞
6326,onset,開始,,,,,,,,,,,,,,,散文,愚行,分かりにくい,7,名詞
6327,gall,胆汁,,,,,,,,,,,,,,,開始,散文,愚行,7,名詞
6328,bald,まもなく,,,,,,,,,,,,,,,胆汁,開始,散文,7,形容詞
6329,fearful,恐い,,,,,,,,,,,,,,,まもなく,胆汁,開始,7,形容詞
6330,premature,時期尚早,,,,,,,,,,,,,,,恐い,まもなく,胆汁,7,形容詞
6331,mustard,マスタード,,,,,,,,,,,,,,,時期尚早,恐い,まもなく,7,名詞
6332,pastry,ペストリー,,,,,,,,,,,,,,,マスタード,時期尚早,恐い,7,名詞
6333,spotlight,スポットライト,,,,,,,,,,,,,,,ペストリー,マスタード,時期尚早,7,名詞
6334,mob,モブ,,,,,,,,,,,,,,,スポットライト,ペストリー,マスタード,7,名詞
6335,render,レンダー,,,,,,,,,,,,,,,モブ,スポットライト,ペストリー,7,動詞
6336,kidney,腎臓,,,,,,,,,,,,,,,レンダー,モブ,スポットライト,7,名詞
6337,rug,ラグ,,,,,,,,,,,,,,,腎臓,レンダー,モブ,7,名詞
6338,parenting,子育て,,,,,,,,,,,,,,,ラグ,腎臓,レンダー,7,名詞
6339,admiral,提督,,,,,,,,,,,,,,,子育て,ラグ,腎臓,7,名詞
6340,bodily,身体的に,,,,,,,,,,,,,,,提督,子育て,ラグ,7,形容詞
6341,inquest,検屍,,,,,,,,,,,,,,,身体的に,提督,子育て,7,名詞
6342,lexical,語彙的,,,,,,,,,,,,,,,検屍,身体的に,提督,7,形容詞
6343,regiment,連隊,,,,,,,,,,,,,,,語彙的,検屍,身体的に,7,名詞
6344,domination,は,,,,,,,,,,,,,,,連隊,語彙的,検屍,7,名詞
6345,simplicity,シンプルさ,,,,,,,,,,,,,,,は,連隊,語彙的,7,名詞
6346,racist,人種差別主義者,,,,,,,,,,,,,,,シンプルさ,は,連隊,7,形容詞
6347,dismissal,お役御免,,,,,,,,,,,,,,,人種差別主義者,シンプルさ,は,7,名詞
6348,median,中央値,,,,,,,,,,,,,,,お役御免,人種差別主義者,シンプルさ,7,形容詞
6349,fiercely,猛然,,,,,,,,,,,,,,,中央値,お役御免,人種差別主義者,7,副詞
6350,bead,粒,,,,,,,,,,,,,,,猛然,中央値,お役御免,7,名詞
6351,reconciliation,和解,,,,,,,,,,,,,,,粒,猛然,中央値,7,名詞
6352,morale,モラル,,,,,,,,,,,,,,,和解,粒,猛然,7,名詞
6353,wax,ワックス,,,,,,,,,,,,,,,モラル,和解,粒,7,名詞
6354,witch,魔女,,,,,,,,,,,,,,,ワックス,モラル,和解,7,名詞
6355,regulator,レギュレーター,,,,,,,,,,,,,,,魔女,ワックス,モラル,7,名詞
6356,indirectly,それとなく,,,,,,,,,,,,,,,レギュレーター,魔女,ワックス,7,副詞
6357,realization,実現,,,,,,,,,,,,,,,それとなく,レギュレーター,魔女,7,名詞
6358,contention,競合,,,,,,,,,,,,,,,実現,それとなく,レギュレーター,7,名詞
6359,knot,結び目,,,,,,,,,,,,,,,競合,実現,それとなく,7,名詞
6360,hay,干し草,,,,,,,,,,,,,,,結び目,競合,実現,7,名詞
6361,ambiguous,あいまい,,,,,,,,,,,,,,,干し草,結び目,競合,7,形容詞
6362,telegraph,電信,,,,,,,,,,,,,,,あいまい,干し草,結び目,7,名詞
6363,peninsula,半島,,,,,,,,,,,,,,,電信,あいまい,干し草,7,名詞
6364,urine,尿,,,,,,,,,,,,,,,半島,電信,あいまい,7,名詞
6365,pragmatic,実際的,,,,,,,,,,,,,,,尿,半島,電信,7,形容詞
6366,weary,もの憂げ,,,,,,,,,,,,,,,実際的,尿,半島,7,形容詞
6367,autonomous,自主的,,,,,,,,,,,,,,,もの憂げ,実際的,尿,7,形容詞
6368,directory,ディレクトリ,,,,,,,,,,,,,,,自主的,もの憂げ,実際的,7,名詞
6369,culturally,文化的に,,,,,,,,,,,,,,,ディレクトリ,自主的,もの憂げ,7,副詞
6370,ensemble,パッケージ,,,,,,,,,,,,,,,文化的に,ディレクトリ,自主的,7,名詞
6371,controller,コントローラー,,,,,,,,,,,,,,,パッケージ,文化的に,ディレクトリ,7,名詞
6372,rebellion,反乱,,,,,,,,,,,,,,,コントローラー,パッケージ,文化的に,7,名詞
6373,clutch,クラッチ,,,,,,,,,,,,,,,反乱,コントローラー,パッケージ,7,動詞
6374,squash,カボチャ,,,,,,,,,,,,,,,クラッチ,反乱,コントローラー,7,名詞
6375,intimacy,親密さ,,,,,,,,,,,,,,,カボチャ,クラッチ,反乱,7,名詞
6376,bless,恵む,,,,,,,,,,,,,,,親密さ,カボチャ,クラッチ,7,動詞
6377,parsley,パセリ,,,,,,,,,,,,,,,恵む,親密さ,カボチャ,7,名詞
6378,fender,フェンダー,,,,,,,,,,,,,,,パセリ,恵む,親密さ,7,名詞
6379,mucosa,ねんまく,,,,,,,,,,,,,,,フェンダー,パセリ,恵む,7,名詞
6380,curiously,不思議なくらい,,,,,,,,,,,,,,,ねんまく,フェンダー,パセリ,7,副詞
6381,angler,アングラー,,,,,,,,,,,,,,,不思議なくらい,ねんまく,フェンダー,7,名詞
6382,plasma,プラズマ,,,,,,,,,,,,,,,アングラー,不思議なくらい,ねんまく,7,名詞
6383,electorate,選挙民,,,,,,,,,,,,,,,プラズマ,アングラー,不思議なくらい,7,名詞
6384,imminent,急,,,,,,,,,,,,,,,選挙民,プラズマ,アングラー,7,形容詞
6385,broker,ブローカー,,,,,,,,,,,,,,,急,選挙民,プラズマ,7,名詞
6386,kin,親戚,,,,,,,,,,,,,,,ブローカー,急,選挙民,7,名詞
6387,archbishop,アーチビショップ,,,,,,,,,,,,,,,親戚,ブローカー,急,7,名詞
6388,perfection,完全性,,,,,,,,,,,,,,,アーチビショップ,親戚,ブローカー,7,名詞
6389,arguably,間違いなく,,,,,,,,,,,,,,,完全性,アーチビショップ,親戚,7,副詞
6390,wicket,改札口,,,,,,,,,,,,,,,間違いなく,完全性,アーチビショップ,7,名詞
6391,theorist,理論家,,,,,,,,,,,,,,,改札口,間違いなく,完全性,7,名詞
6392,announcer,アナウンサー,,,,,,,,,,,,,,,理論家,改札口,間違いなく,7,名詞
6393,manor,荘園,,,,,,,,,,,,,,,アナウンサー,理論家,改札口,7,名詞
6394,plaza,正方形,,,,,,,,,,,,,,,荘園,アナウンサー,理論家,7,名詞
6395,tuck,タック,,,,,,,,,,,,,,,正方形,荘園,アナウンサー,7,動詞
6396,sewage,汚水,,,,,,,,,,,,,,,タック,正方形,荘園,7,名詞
6397,ambiguity,曖昧さ,,,,,,,,,,,,,,,汚水,タック,正方形,7,名詞
6398,judiciary,判事,,,,,,,,,,,,,,,曖昧さ,汚水,タック,7,名詞
6399,descriptive,記述的,,,,,,,,,,,,,,,判事,曖昧さ,汚水,7,形容詞
6400,plight,ざま,,,,,,,,,,,,,,,記述的,判事,曖昧さ,7,名詞
6401,verge,際,,,,,,,,,,,,,,,ざま,記述的,判事,7,名詞
6402,burial,埋葬,,,,,,,,,,,,,,,際,ざま,記述的,7,名詞
6403,nominee,被指名人,,,,,,,,,,,,,,,埋葬,際,ざま,7,名詞
6404,radically,ばっさり,,,,,,,,,,,,,,,被指名人,埋葬,際,7,副詞
6405,kettle,ケトル,,,,,,,,,,,,,,,ばっさり,被指名人,埋葬,7,名詞
6406,plaster,石膏,,,,,,,,,,,,,,,ケトル,ばっさり,被指名人,7,名詞
6407,terrify,嚇しつける,,,,,,,,,,,,,,,石膏,ケトル,ばっさり,7,動詞
6408,liquor,酒類,,,,,,,,,,,,,,,嚇しつける,石膏,ケトル,7,名詞
6409,stark,強い,,,,,,,,,,,,,,,酒類,嚇しつける,石膏,7,形容詞
6410,tee,ティー,,,,,,,,,,,,,,,強い,酒類,嚇しつける,7,名詞
6411,depot,デポ,,,,,,,,,,,,,,,ティー,強い,酒類,7,名詞
6412,nationalist,ナショナリスト,,,,,,,,,,,,,,,デポ,ティー,強い,7,形容詞
6413,slate,スレート,,,,,,,,,,,,,,,ナショナリスト,デポ,ティー,7,名詞
6414,therapeutic,治療,,,,,,,,,,,,,,,スレート,ナショナリスト,デポ,7,形容詞
6415,ulcer,潰瘍,,,,,,,,,,,,,,,治療,スレート,ナショナリスト,7,名詞
6416,turf,芝,,,,,,,,,,,,,,,潰瘍,治療,スレート,7,名詞
6417,interface,インターフェース,,,,,,,,,,,,,,,芝,潰瘍,治療,7,名詞
6418,prep,予習,,,,,,,,,,,,,,,インターフェース,芝,潰瘍,7,名詞
6419,heir,後継者,,,,,,,,,,,,,,,予習,インターフェース,芝,7,名詞
6420,plead,かきくどく,,,,,,,,,,,,,,,後継者,予習,インターフェース,7,動詞
6421,pathetic,哀れ,,,,,,,,,,,,,,,かきくどく,後継者,予習,7,形容詞
6422,distinctly,はっきり,,,,,,,,,,,,,,,哀れ,かきくどく,後継者,7,副詞
6423,peripheral,ペリフェラル,,,,,,,,,,,,,,,はっきり,哀れ,かきくどく,7,形容詞
6424,runway,滑走路,,,,,,,,,,,,,,,ペリフェラル,はっきり,哀れ,7,名詞
6425,poetic,詩的,,,,,,,,,,,,,,,滑走路,ペリフェラル,はっきり,7,形容詞
6426,blaze,炎,,,,,,,,,,,,,,,詩的,滑走路,ペリフェラル,7,名詞
6427,lance,ランス,,,,,,,,,,,,,,,炎,詩的,滑走路,7,名詞
6428,fictional,虚構,,,,,,,,,,,,,,,ランス,炎,詩的,7,形容詞
6429,goalkeeper,ゴールキーパー,,,,,,,,,,,,,,,虚構,ランス,炎,7,名詞
6430,quantitative,定量的,,,,,,,,,,,,,,,ゴールキーパー,虚構,ランス,7,形容詞
6431,chop,チョップ,,,,,,,,,,,,,,,定量的,ゴールキーパー,虚構,7,動詞
6432,gasp,ハァハァ,,,,,,,,,,,,,,,チョップ,定量的,ゴールキーパー,7,動詞
6433,cruelty,残酷,,,,,,,,,,,,,,,ハァハァ,チョップ,定量的,7,名詞
6434,destine,決定づける,,,,,,,,,,,,,,,残酷,ハァハァ,チョップ,7,動詞
6435,qualitative,質的,,,,,,,,,,,,,,,決定づける,残酷,ハァハァ,7,形容詞
6436,nuisance,やっかいもの,,,,,,,,,,,,,,,質的,決定づける,残酷,7,名詞
6437,generic,ジェネリック,,,,,,,,,,,,,,,やっかいもの,質的,決定づける,7,形容詞
6438,warrant,令状,,,,,,,,,,,,,,,ジェネリック,やっかいもの,質的,7,名詞
6439,testify,証言,,,,,,,,,,,,,,,令状,ジェネリック,やっかいもの,7,動詞
6440,demise,移転,,,,,,,,,,,,,,,証言,令状,ジェネリック,7,名詞
6441,proximity,側,,,,,,,,,,,,,,,移転,証言,令状,7,名詞
6442,underway,進行中,,,,,,,,,,,,,,,側,移転,証言,7,副詞
6443,tub,タブ,,,,,,,,,,,,,,,進行中,側,移転,7,名詞
6444,heroic,英雄的,,,,,,,,,,,,,,,タブ,進行中,側,7,形容詞
6445,ounce,オンス,,,,,,,,,,,,,,,英雄的,タブ,進行中,7,名詞
6446,communal,公共,,,,,,,,,,,,,,,オンス,英雄的,タブ,7,形容詞
6447,reservoir,貯水池,,,,,,,,,,,,,,,公共,オンス,英雄的,7,名詞
6448,turmoil,混迷,,,,,,,,,,,,,,,貯水池,公共,オンス,7,名詞
6449,cowboy,カウボーイ,,,,,,,,,,,,,,,混迷,貯水池,公共,7,名詞
6450,affirmative,肯定的,,,,,,,,,,,,,,,カウボーイ,混迷,貯水池,7,形容詞
6451,painfully,痛々しく,,,,,,,,,,,,,,,肯定的,カウボーイ,混迷,7,副詞
6452,testament,遺言,,,,,,,,,,,,,,,痛々しく,肯定的,カウボーイ,7,名詞
6453,glare,グレア,,,,,,,,,,,,,,,遺言,痛々しく,肯定的,7,動詞
6454,mattress,マットレス,,,,,,,,,,,,,,,グレア,遺言,痛々しく,7,名詞
6455,absorption,吸収,,,,,,,,,,,,,,,マットレス,グレア,遺言,7,名詞
6456,rigorous,厳しい,,,,,,,,,,,,,,,吸収,マットレス,グレア,7,形容詞
6457,elusive,とらえどころのない,,,,,,,,,,,,,,,厳しい,吸収,マットレス,7,形容詞
6458,disbelief,かいぎ,,,,,,,,,,,,,,,とらえどころのない,厳しい,吸収,7,名詞
6459,cautiously,ちゅういぶかく,,,,,,,,,,,,,,,かいぎ,とらえどころのない,厳しい,7,副詞
6460,verb,動詞,,,,,,,,,,,,,,,ちゅういぶかく,かいぎ,とらえどころのない,7,名詞
6461,homosexual,ホモセクシャル,,,,,,,,,,,,,,,動詞,ちゅういぶかく,かいぎ,7,形容詞
6462,obscure,曖昧,,,,,,,,,,,,,,,ホモセクシャル,動詞,ちゅういぶかく,7,形容詞
6463,tractor,トラクター,,,,,,,,,,,,,,,曖昧,ホモセクシャル,動詞,7,名詞
6464,redundant,余剰,,,,,,,,,,,,,,,トラクター,曖昧,ホモセクシャル,7,形容詞
6465,acceleration,加速,,,,,,,,,,,,,,,余剰,トラクター,曖昧,7,名詞
6466,muscular,逞しい,,,,,,,,,,,,,,,加速,余剰,トラクター,7,形容詞
6467,gig,ギグ,,,,,,,,,,,,,,,逞しい,加速,余剰,7,名詞
6468,biopsy,生検,,,,,,,,,,,,,,,ギグ,逞しい,加速,7,名詞
6469,incomplete,不完全,,,,,,,,,,,,,,,生検,ギグ,逞しい,7,形容詞
6470,fascination,魅力,,,,,,,,,,,,,,,不完全,生検,ギグ,7,名詞
6471,eagerly,首を長くして,,,,,,,,,,,,,,,魅力,不完全,生検,7,副詞
6472,loosely,ざっくり,,,,,,,,,,,,,,,首を長くして,魅力,不完全,7,副詞
6473,optimal,最適,,,,,,,,,,,,,,,ざっくり,首を長くして,魅力,7,形容詞
6474,lettuce,レタス,,,,,,,,,,,,,,,最適,ざっくり,首を長くして,7,名詞
6475,collaborative,コラボレーション,,,,,,,,,,,,,,,レタス,最適,ざっくり,7,形容詞
6476,ordeal,試練,,,,,,,,,,,,,,,コラボレーション,レタス,最適,7,名詞
6477,awesome,おそるべし,,,,,,,,,,,,,,,試練,コラボレーション,レタス,7,形容詞
6478,legislator,立法者,,,,,,,,,,,,,,,おそるべし,試練,コラボレーション,7,名詞
6479,wartime,戦時,,,,,,,,,,,,,,,立法者,おそるべし,試練,7,名詞
6480,simmer,沸騰,,,,,,,,,,,,,,,戦時,立法者,おそるべし,7,動詞
6481,colitis,大腸炎,,,,,,,,,,,,,,,沸騰,戦時,立法者,7,名詞
6482,headmaster,校長,,,,,,,,,,,,,,,大腸炎,沸騰,戦時,7,名詞
6483,cockpit,コックピット,,,,,,,,,,,,,,,校長,大腸炎,沸騰,7,名詞
6484,sherry,シェリー,,,,,,,,,,,,,,,コックピット,校長,大腸炎,7,名詞
6485,feminism,フェミニズム,,,,,,,,,,,,,,,シェリー,コックピット,校長,7,名詞
6486,duchess,公爵夫人,,,,,,,,,,,,,,,フェミニズム,シェリー,コックピット,7,名詞
6487,masculine,マスキュリン,,,,,,,,,,,,,,,公爵夫人,フェミニズム,シェリー,7,形容詞
6488,creditor,債権者,,,,,,,,,,,,,,,マスキュリン,公爵夫人,フェミニズム,7,名詞
6489,enormously,すんごく,,,,,,,,,,,,,,,債権者,マスキュリン,公爵夫人,7,副詞
6490,residual,残留,,,,,,,,,,,,,,,すんごく,債権者,マスキュリン,7,形容詞
6491,polo,ポロ,,,,,,,,,,,,,,,残留,すんごく,債権者,7,名詞
6492,jolly,陽気,,,,,,,,,,,,,,,ポロ,残留,すんごく,7,形容詞
6493,homosexuality,ホモセクシュアリティ,,,,,,,,,,,,,,,陽気,ポロ,残留,7,名詞
6494,foul,汚い,,,,,,,,,,,,,,,ホモセクシュアリティ,陽気,ポロ,7,形容詞
6495,hopeless,世話がない,,,,,,,,,,,,,,,汚い,ホモセクシュアリティ,陽気,7,形容詞
6496,assassination,暗殺,,,,,,,,,,,,,,,世話がない,汚い,ホモセクシュアリティ,7,名詞
6497,patio,パティオ,,,,,,,,,,,,,,,暗殺,世話がない,汚い,7,名詞
6498,lucrative,有利,,,,,,,,,,,,,,,パティオ,暗殺,世話がない,7,形容詞
6499,credible,信用できる,,,,,,,,,,,,,,,有利,パティオ,暗殺,7,形容詞
6500,calf,カーフ,,,,,,,,,,,,,,,信用できる,有利,パティオ,7,名詞
6501,scholarly,学問的に,,,,,,,,,,,,,,,カーフ,信用できる,有利,7,形容詞
6502,algae,藻類,,,,,,,,,,,,,,,学問的に,カーフ,信用できる,7,名詞
6503,stimulation,刺激,,,,,,,,,,,,,,,藻類,学問的に,カーフ,7,名詞
6504,incapable,できない,,,,,,,,,,,,,,,刺激,藻類,学問的に,7,形容詞
6505,fuss,大騒ぎ,,,,,,,,,,,,,,,できない,刺激,藻類,7,名詞
6506,briefing,ブリーフィング,,,,,,,,,,,,,,,大騒ぎ,できない,刺激,7,名詞
6507,majesty,尊厳,,,,,,,,,,,,,,,ブリーフィング,大騒ぎ,できない,7,名詞
6508,entrepreneur,請負業者,,,,,,,,,,,,,,,尊厳,ブリーフィング,大騒ぎ,7,名詞
